site;core;ecosystem;species;compresion;mind;maxd;dbd;om;oc;age
Mg_01;Mg_01_01;Mangrove;Avicena;50;13;14;1.206043314;;;166
Mg_01;Mg_01_01;Mangrove;Avicena;50;14;15;1.313512708;3.295142919;;194
Mg_01;Mg_01_01;Mangrove;Avicena;50;15;16;1.163296378;;;208
Mg_01;Mg_01_01;Mangrove;Avicena;50;16;17;1.013912797;3.204710784;;222
Mg_01;Mg_01_01;Mangrove;Avicena;50;17;18;1.302448308;;;229
Mg_01;Mg_01_01;Mangrove;Avicena;50;18;19;1.324064425;4.147441973;;236
Mg_01;Mg_01_01;Mangrove;Avicena;50;19;20;0.98935838;;;243
Mg_01;Mg_01_01;Mangrove;Avicena;50;20;21;1.022852055;6.023294175;;257
Mg_01;Mg_01_01;Mangrove;Avicena;50;21;22;0.858635278;;;264
Mg_01;Mg_01_01;Mangrove;Avicena;50;22;23;0.905984178;7.969201926;;271
Mg_01;Mg_01_01;Mangrove;Avicena;50;23;24;0.960381011;;;285
Mg_01;Mg_01_01;Mangrove;Avicena;50;24;25;0.983085995;5.396342653;;292
Mg_01;Mg_01_01;Mangrove;Avicena;50;25;26;1.084171844;;;299
Mg_01;Mg_01_01;Mangrove;Avicena;50;26;27;1.574028519;3.326618033;;306
Mg_01;Mg_01_01;Mangrove;Avicena;50;27;28;1.368442871;;;313
Mg_01;Mg_01_01;Mangrove;Avicena;50;28;29;1.277055093;3.737624356;;328
Mg_01;Mg_01_01;Mangrove;Avicena;50;29;30;1.446785818;;;335
Mg_01;Mg_01_01;Mangrove;Avicena;50;30;31;1.425010867;3.079492325;;342
Mg_01;Mg_01_01;Mangrove;Avicena;50;31;32;1.081042326;;;349
Mg_01;Mg_01_01;Mangrove;Avicena;50;32;33;0.956740726;4.007754441;;356
Mg_01;Mg_01_01;Mangrove;Avicena;50;33;34;1.018164234;;;363
Mg_01;Mg_01_01;Mangrove;Avicena;50;34;35;1.030449306;9.022346068;;377
Mg_01;Mg_01_01;Mangrove;Avicena;50;35;36;0.801360421;;;384
Mg_01;Mg_01_01;Mangrove;Avicena;50;36;37;0.78810442;8.746117738;;394
Mg_01;Mg_01_01;Mangrove;Avicena;50;37;38;0.857304617;;;404
Mg_01;Mg_01_01;Mangrove;Avicena;50;38;39;0.980434458;7.723576936;;414
Mg_01;Mg_01_01;Mangrove;Avicena;50;39;40;1.028334353;;;424
Mg_01;Mg_01_01;Mangrove;Avicena;50;40;41;0.768778435;6.428129655;;434
Mg_01;Mg_01_01;Mangrove;Avicena;50;41;42;0.945396122;;;446
Mg_01;Mg_01_01;Mangrove;Avicena;50;42;43;1.033081769;7.744938998;;458
Mg_01;Mg_01_01;Mangrove;Avicena;50;43;44;0.832316014;;;470
Mg_01;Mg_01_01;Mangrove;Avicena;50;44;45;0.595553681;10.64239784;;493
Mg_01;Mg_01_01;Mangrove;Avicena;50;45;46;0.808638065;;;506
Mg_01;Mg_01_01;Mangrove;Avicena;50;46;47;0.759889934;;;518
Mg_01;Mg_01_01;Mangrove;Avicena;50;47;48;0.861764601;;;531
Mg_01;Mg_01_01;Mangrove;Avicena;50;48;49;0.779842366;5.360974866;;544
Mg_01;Mg_01_01;Mangrove;Avicena;50;49;50;1.091783987;;;556
Mg_01;Mg_01_01;Mangrove;Avicena;50;50;51;1.14518749;4.367563134;;576
Mg_01;Mg_01_01;Mangrove;Avicena;50;51;52;1.060170953;;;595
Mg_01;Mg_01_01;Mangrove;Avicena;50;52;53;0.964994536;4.865174451;;615
Mg_01;Mg_01_01;Mangrove;Avicena;50;53;54;0.968647106;;;634
Mg_01;Mg_01_01;Mangrove;Avicena;50;54;55;0.780633349;;;654
Mg_01;Mg_01_01;Mangrove;Avicena;50;55;56;0.994785238;;;673
Mg_01;Mg_01_01;Mangrove;Avicena;50;56;57;0.810582154;;;693
Mg_01;Mg_01_01;Mangrove;Avicena;50;57;58;0.745536328;;;712
Mg_01;Mg_01_01;Mangrove;Avicena;50;58;59;1.119070499;6.20127784;;731
Mg_01;Mg_01_01;Mangrove;Avicena;50;59;60;1.141073202;;;751
Mg_01;Mg_01_01;Mangrove;Avicena;50;60;61;1.130436852;3.55844616;;771
Mg_01;Mg_01_01;Mangrove;Avicena;50;61;62;0.92479548;;;791
Mg_01;Mg_01_01;Mangrove;Avicena;50;62;63;1.125827637;3.255029703;;810
Mg_01;Mg_01_01;Mangrove;Avicena;50;63;64;1.319605195;;;830
Mg_01;Mg_01_01;Mangrove;Avicena;50;64;65;1.28384159;2.52874378;;850
Mg_01;Mg_01_01;Mangrove;Avicena;50;65;66;1.168028767;;;891
Mg_01;Mg_01_01;Mangrove;Avicena;50;66;67;0.944974025;2.347673232;;911
Mg_01;Mg_01_01;Mangrove;Avicena;50;67;68;0.9307092;;;931
Mg_01;Mg_01_01;Mangrove;Avicena;50;68;69;0.899613449;2.888996826;;951
Mg_01;Mg_01_01;Mangrove;Avicena;50;69;70;0.640468909;;;971
Mg_01;Mg_01_01;Mangrove;Avicena;50;70;71;0.524989078;1.316893452;;990
Mg_01;Mg_01_01;Mangrove;Avicena;50;71;72;0.416791459;;;1009
Mg_01;Mg_01_01;Mangrove;Avicena;50;72;73;0.315530535;;;1029
Mg_01;Mg_01_02;Mangrove;Avicena;76.92307692;0.2;1.8;1.539395;0;;
Mg_01;Mg_01_02;Mangrove;Avicena;76.92307692;4.2;5.8;1.807915;6.917328503;;
Mg_01;Mg_01_02;Mangrove;Avicena;76.92307692;9.2;10.8;1.875565;5.407382634;;
Mg_01;Mg_01_02;Mangrove;Avicena;76.92307692;14.2;15.8;1.48001;6.006159241;;
Mg_01;Mg_01_02;Mangrove;Avicena;76.92307692;19.2;20.8;1.68954;4.526519186;;
Mg_01;Mg_01_02;Mangrove;Avicena;76.92307692;24.2;25.8;1.12043;6.206243944;;
Mg_01;Mg_01_02;Mangrove;Avicena;76.92307692;49.2;50.8;1.55434;5.942807509;;
Mg_01;Mg_01_02;Mangrove;Avicena;76.92307692;69.2;70.8;1.63145;2.852430492;;
Mg_01;Mg_01_03;Mangrove;Avicena;37.03703704;0.2;1.8;1.14608;3.823601881;;
Mg_01;Mg_01_03;Mangrove;Avicena;37.03703704;4.2;5.8;1.287785;5.259822464;;
Mg_01;Mg_01_03;Mangrove;Avicena;37.03703704;9.2;10.8;1.299815;5.269171272;;
Mg_01;Mg_01_03;Mangrove;Avicena;37.03703704;14.2;15.8;1.44755;4.355881083;;
Mg_01;Mg_01_03;Mangrove;Avicena;37.03703704;24.2;25.8;1.208005;5.31131793;;
Mg_01;Mg_01_03;Mangrove;Avicena;37.03703704;44.2;45.8;0.44243;13.95664862;;
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;0;2;0.533277711;9.282457556;2.671340989;17
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;2;4;0.50581471;9.795610643;;41
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;4;6;0.48738034;8.713819812;;67
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;6;8;0.524782868;7.945981488;;94
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;8;10;0.638006099;6.072384029;;123
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;10;12;0.56268393;7.707828894;1.46443327;154
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;12;14;0.572160829;8.385583932;;184
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;14;16;0.974265097;4.068267513;;214
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;16;18;0.674420048;7.509017934;;240
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;18;20;0.642740898;6.094866129;;265
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;20;22;0.70629039;4.551930735;1.861801506;290
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;22;24;0.688876051;6.121063352;;316
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;24;26;0.594209967;7.446537029;;341
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;26;28;0.622192983;9.000825764;;366
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;28;30;0.574803714;9.134565734;;387
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;30;32;0.715964347;0;;412
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;32;34;0.595683931;8.256506902;1.597898331;432
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;34;36;0.693620453;0;;452
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;36;38;0.694049802;8.01648151;;472
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;38;40;0.709678104;0;;492
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;40;42;0.846261933;6.410125549;1.369588322;512
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;42;44;0.781800341;0;;532
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;44;46;0.932979385;7.410896769;;553
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;46;48;0.67366826;0;;568
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;48;50;0.881135954;6.178736518;;859
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;50;52;0.85542379;0;;884
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;52;54;0.951612302;5.391872966;1.360444835;924
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;54;56;1.044048056;0;;954
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;56;58;0.934680834;3.634073422;;985
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;58;60;1.063127472;0;;1026
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;60;62;1.214004486;3.397658458;1.186702964;1057
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;62;64;1.262018385;0;;1087
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;64;66;1.020924826;3.672349149;;1117
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;66;68;1.317963879;0;;1147
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;68;70;1.577371705;2.834188813;;1177
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;70;72;1.439526388;0;;1207
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;72;74;1.206621896;3.153386612;0.881154578;1227
Sm_01;Sm_01_01;Salt Marsh;Spartina maritima;22.72727273;74;75;1.209077934;2.893103093;;1247
Sm_01;Sm_01_02;Salt Marsh;Spartina maritima;11.42857143;0.1;3.3;0.3883;7.98614452;2.11817285;
Sm_01;Sm_01_02;Salt Marsh;Spartina maritima;11.42857143;4.1;7.3;0.65196;6.587679259;2.218037765;
Sm_01;Sm_01_02;Salt Marsh;Spartina maritima;11.42857143;9.1;12.3;0.66692;7.12358877;1.78490958;
Sm_01;Sm_01_02;Salt Marsh;Spartina maritima;11.42857143;14.1;17.3;0.65789;9.143514602;1.736624052;
Sm_01;Sm_01_02;Salt Marsh;Spartina maritima;11.42857143;24.1;27.3;0.708525;7.592350715;1.688008057;
Sm_01;Sm_01_02;Salt Marsh;Spartina maritima;11.42857143;49.1;52.3;1.292335;3.992795064;1.081535641;
Sm_01;Sm_01_02;Salt Marsh;Spartina maritima;11.42857143;79.1;82.3;1.518545;1.682946536;0.591311632;
Sm_01;Sm_01_03;Salt Marsh;Spartina maritima;2.083333333;0.1;3.3;0.287205;;1.951460577;
Sm_01;Sm_01_03;Salt Marsh;Spartina maritima;2.083333333;4.1;7.3;0.56719;6.227962995;1.555486061;
Sm_01;Sm_01_03;Salt Marsh;Spartina maritima;2.083333333;9.1;12.3;0.484195;7.395811591;2.398171503;
Sm_01;Sm_01_03;Salt Marsh;Spartina maritima;2.083333333;14.1;17.3;0.602675;7.454865102;1.17122289;
Sm_01;Sm_01_03;Salt Marsh;Spartina maritima;2.083333333;24.1;27.3;0.51663;;2.166385307;
Sm_01;Sm_01_03;Salt Marsh;Spartina maritima;2.083333333;49.1;52.3;0.91503;8.484125406;1.78700131;
Sm_01;Sm_01_03;Salt Marsh;Spartina maritima;2.083333333;79.1;82.3;1.285045;2.730902548;0.797095585;
Sm_01;Sm_01_03;Salt Marsh;Spartina maritima;2.083333333;99.1;102.3;1.48754;2.245129629;0.712579052;
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;0;2;0.768383234;10.97093825;;14
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;2;4;1.225845202;5.825487136;;22
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;4;6;1.276125114;5.574367009;;37
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;6;8;1.405840747;3.696921706;;46
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;8;10;1.705000322;2.362911266;;67
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;10;12;1.715703173;2.307127112;0.147626412;81
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;12;14;1.762231332;2.502601715;;168
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;14;16;1.624855914;2.698237885;;226
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;16;18;1.903481572;1.867219917;;323
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;18;20;1.713857261;1.954282844;;387
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;20;22;1.850274199;1.595048807;0.18716747;451
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;22;24;1.686273984;2.57259297;;515
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;24;26;1.542968205;3.325256483;;611
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;26;28;1.501144152;2.307575528;;675
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;28;30;1.606410004;4.544994433;;739
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;30;32;1.608406998;3.841178227;0.425954524;803
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;32;34;1.449949133;1.717938474;;900
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;34;36;1.519973665;;;965
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;36;38;1.517289114;4.124872057;;1030
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;38;40;1.288403591;;;1094
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;40;42;1.27185079;3.64013482;;1157
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;42;44;1.449628515;;;1220
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;44;46;1.450820161;2.935002481;;1315
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;46;48;1.446929614;;;1378
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;48;50;1.191219212;2.100667694;;1442
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;50;52;1.238552149;4.215592933;0.473842603;1506
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;52;54;1.323398428;3.79885357;;1571
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;54;56;1.216858417;;;1636
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;56;58;1.151070126;2.242221651;;1700
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;58;60;1.161404716;;;1764
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;60;62;1.446618246;2.322928549;0.403201152;1827
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;62;64;1.261946006;;;1892
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;64;66;1.029211427;4.428989751;;1956
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;66;68;1.343454099;;;2019
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;68;70;1.192864301;2.435964454;;2081
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;70;72;1.362543647;4.783942455;0.797359103;2144
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;72;74;1.168393275;5.18134715;;2202
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;74;76;1.147702058;;;2289
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;76;78;1.126754844;5.906441959;;2331
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;78;80;1.062754673;;;2372
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;80;82;1.204888961;6.091109856;1.297664418;2413
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;82;84;0.819329924;;;2454
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;84;86;1.101046821;5.137876548;;2495
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;86;88;1.062795307;;;2537
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;88;90;0.793765133;8.314769725;;2578
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;90;92;0.79993684;9.737079268;3.056114538;2620
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;92;94;0.978187031;7.15254591;;2661
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;94;96;0.965632519;;;2703
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;96;98;1.095206313;8.075813762;;2744
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;98;100;0.892226592;;;2785
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;100;102;0.890200562;6.688264186;1.796990356;2826
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;102;104;0.968817043;;;2868
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;104;106;1.108341314;6.107947124;;2910
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;106;108;1.170171597;;;2951
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;108;110;0.971092095;4.142101285;;2992
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;110;112;1.162943347;4.522701547;;3034
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;112;114;1.441591161;3.083569194;;3075
Sm_02;Sm_02_01;Salt Marsh;Mixed Salt Marsh;1.015228426;114;115;2.181502974;3.422837673;;3096
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;0;2;0.548403637;16.19271686;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;2;4;0.847556652;10.28125;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;4;6;1.075626571;6.003223207;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;6;8;1.416974701;4.947796122;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;8;10;1.108496067;5.523731588;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;10;12;1.110764021;6.380261545;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;12;14;1.157835362;4.339679968;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;14;16;1.199495272;5.935790234;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;16;18;1.185293739;5.859435873;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;18;20;0.932581903;9.789527721;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;20;22;1.073145519;8.15437286;2.048711164;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;22;24;1.203257706;5.804294976;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;24;26;1.227258031;6.438101148;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;26;28;1.126584564;7.025580318;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;28;30;1.402719735;5.496066988;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;30;32;1.258918072;5.587668593;1.552581798;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;32;34;1.291513813;6.005912556;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;34;36;1.245857898;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;36;38;1.330818433;4.428585889;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;38;40;1.334032646;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;40;42;1.187858742;4.048316992;0.986020341;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;42;44;1.159021497;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;44;46;1.249429059;4.313505806;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;46;48;1.24984367;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;48;50;1.217216589;4.741774473;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;50;52;1.170725203;3.969866043;1.789050871;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;52;54;1.264812075;4.87448463;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;54;56;1.297881329;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;56;58;1.275915765;4.137721211;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;58;60;1.174925582;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;60;62;1.38839596;2.486503322;1.003970327;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;62;64;1.236528479;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;64;66;1.185992836;4.6437109;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;66;68;1.299344267;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;68;70;1.110989821;3.273869856;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;70;72;1.158742588;4.34963688;1.052295686;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;72;74;1.110320447;2.656955273;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;74;76;1.191566462;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;76;78;1.046365772;3.12356219;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;78;80;0.974000912;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;80;82;0.937074812;4.829473471;1.312786907;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;82;84;1.197309676;;;
Sm_02;Sm_02_02;Salt Marsh;Mixed Salt Marsh;0.518134715;84;86;0.892208365;3.001406909;;
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;0;2;0.233568295;28.9611204;5.452983614;9
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;2;4;0.250189081;26.21493586;;20
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;4;6;0.396934786;19.37139531;;29
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;6;8;0.366901878;23.31262724;;38
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;8;10;0.361065434;18.89234218;;57
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;10;12;0.784312511;11.17484277;1.578839997;71
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;12;14;1.019820589;5.790926997;;91
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;14;16;1.06126704;3.693214318;;108
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;16;18;1.305938769;3.220757956;;147
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;18;20;1.284105747;2.327786053;;178
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;20;22;1.431900386;1.970119781;0.387432823;194
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;22;24;1.374108675;1.970265097;;209
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;24;26;1.446740418;3.036615435;;219
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;26;28;1.372940435;3.412049271;;234
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;28;30;1.319458991;2.985115845;;244
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;30;32;1.444912291;;;260
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;32;34;1.121424453;2.968506706;;270
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;34;36;1.324291171;;;285
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;36;38;1.221272061;3.670930879;;295
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;38;40;1.317068818;;;305
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;40;42;1.217947046;3.59293558;;320
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;42;44;1.2292876;;0.30807141;331
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;44;46;1.31904801;3.695046748;;341
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;46;48;1.131546378;;;351
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;48;50;1.324500856;3.062901539;;361
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;50;52;1.198481497;;;376
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;52;54;1.453429449;2.695363572;;386
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;54;56;1.274650799;;;397
Sm_03;Sm_03_01;Salt Marsh;Mixed Salt Marsh;11.83431953;56;58;1.313907487;3.049326432;;407
